id,age,rotoworld_id,sportradar_id,depth_chart_order,number,high_school,weight,height,last_name,search_last_name,full_name,player_id,status,hashtag,gsis_id,birth_city,birth_country,practice_participation,position,birth_date,fantasy_positions,injury_body_part,depth_chart_position,sport,first_name,espn_id,fantasy_data_id,years_exp,rotowire_id,pandascore_id,stats_id,swish_id,college,search_rank,birth_state,team,search_first_name,search_full_name,yahoo_id,injury_start_date,news_updated,injury_status,active,injury_notes,practice_description,personal_tier,ringer_tier,fp_tier,bs_tier,personal_pos_tier,ringer_pos_tier,fp_pos_tier,bs_pos_tier,bye,personal_ranking,ringer_ranking,fp_ranking,bs_ranking,personal_pos_ranking,ringer_pos_ranking,fp_pos_ranking,bs_pos_ranking,fp_adp,fp_ecr,bs_adp,bs_ecr,createdAt,updatedAt
9486,22,,ea3d1393-8c3b-4e81-a519-f636d28d692e,2,13,Plaquemine (LA),206,73,Wicks,wicks,Dontayvion Wicks,9486,Active,#dontayvionwicks-NFL-GB-13,,,,,WR,2001-06-16,WR,Concussion,RWR,nfl,Dontayvion,,,0,16658,,,1172428,Virginia,457,,GB,dontayvion,dontayvionwicks,,,1690477525826,Questionable,true,,,0,0,15,0,0,0,10,0,6,0,0,460,0,0,0,148,0,0,460,0,0,2023-07-28T16:28:48.569Z,2023-07-28T16:50:44.335Z
9228,22,,38475bfa-9773-4c3b-9157-a0dbd576fa22,1,9,Mater Dei (CA),204,70,Young,young,Bryce Young,9228,Active,#bryceyoung-NFL-CAR-9,,,,,QB,2001-07-25,QB,,QB,nfl,Bryce,,,0,16807,,,1213257,Alabama,69,,CAR,bryce,bryceyoung,,,1690388121344,,true,,,0,0,10,0,0,7,4,0,7,0,190,184,0,0,25,24,0,142,184,0,0,2023-07-28T16:28:48.490Z,2023-07-28T16:50:44.945Z
9488,21,,6215db71-1e13-4c62-8f14-2005d33dee47,1,11,Rockwall (TX),200,73,Smith-Njigba,smithnjigba,Jaxon Smith-Njigba,9488,Active,#jaxonsmithnjigba-NFL-SEA-11,,,,,WR,2002-02-14,WR,,SWR,nfl,Jaxon,,,0,16654,,,1214087,Ohio State,62,,SEA,jaxon,jaxonsmithnjigba,,,1690560932217,,true,,,0,0,7,0,0,5,5,0,5,0,92,89,0,0,39,39,0,92,89,0,0,2023-07-28T16:28:48.590Z,2023-07-28T16:50:45.419Z
9225,21,,2034916c-8062-46e3-8d0c-d0dec694e2d1,2,4,Callaway (GA),213,72,Bigsby,bigsby,Tank Bigsby,9225,Active,#tankbigsby-NFL-JAX-4,,,,,RB,2001-08-30,RB,,RB,nfl,Tank,,,0,16705,,,1215035,Auburn,145,,JAX,tank,tankbigsby,,,1689733559914,,true,,,0,0,9,0,0,8,7,0,9,0,145,152,0,0,52,52,0,153,152,0,0,2023-07-28T16:28:48.470Z,2023-07-28T16:50:45.233Z
9222,22,,f7465712-9d52-4fce-8912-df714f7285e9,,21,North Shore (TX),202,71,Evans,evans,Zach Evans,9222,Active,#zachevans-NFL-LAR-21,,,,,RB,2001-05-30,RB,,,nfl,Zach,,,0,16801,,,1215792,Ole Miss,200,,LAR,zach,zachevans,,,1682803834617,,true,,,0,0,11,0,0,0,8,0,10,0,0,238,0,0,0,68,0,220,238,0,0,2023-07-28T16:28:48.443Z,2023-07-28T16:50:39.333Z
9226,21,,a4ef921b-8767-4b4f-a651-7675c00f9af0,,28,Thurgood Marshall (TX),188,69,Achane,achane,De'Von Achane,9226,Active,#devonachane-NFL-MIA-28,,,,,RB,2001-10-13,RB,,,nfl,De'Von,,,0,16661,,,1231820,Texas A&M,111,,MIA,devon,devonachane,,,1687971955172,,true,,,0,0,8,0,0,0,6,0,10,0,0,129,0,0,0,44,0,108,129,0,0,2023-07-28T16:28:48.475Z,2023-07-28T16:50:38.996Z
9484,22,,3a084c5f-6b9f-4703-a0c7-1566bc4b1129,,85,Timber Lake (SD),259,77,Kraft,kraft,Tucker Kraft,9484,Active,#tuckerkraft-NFL-GB-85,,,,,TE,2000-11-03,TE,,,nfl,Tucker,,,0,16649,,,1181874,South Dakota State,296,,GB,tucker,tuckerkraft,,,1682734522231,,true,,,0,0,14,0,0,0,7,0,6,0,0,373,0,0,0,48,0,0,373,0,0,2023-07-28T16:28:48.551Z,2023-07-28T16:50:39.691Z
9224,23,,d74ff06d-905d-4fed-8f98-b5f6d4549333,4,30,Ponchatoula (LA),215,69,Brown,brown,Chase Brown,9224,Active,#chasebrown-NFL-CIN-30,,,,,RB,2000-03-21,RB,,RB,nfl,Chase,,,0,16934,,,1123379,Illinois,175,,CIN,chase,chasebrown,,,1682795122741,,true,,,0,0,11,0,0,0,8,0,7,0,0,232,0,0,0,69,0,209,232,0,0,2023-07-28T16:28:48.466Z,2023-07-28T16:50:39.319Z
9481,22,,77a4fb49-3c6c-4aa1-8a21-20956e2d2240,1,88,Bend Senior (OR),253,78,Musgrave,musgrave,Luke Musgrave,9481,Active,#lukemusgrave-NFL-GB-88,,,,,TE,2000-09-02,TE,,TE,nfl,Luke,,,0,16663,,,1179790,Oregon State,198,,GB,luke,lukemusgrave,,,1689880556620,,true,,,0,0,12,0,0,0,5,0,6,0,0,291,0,0,0,37,0,228,291,0,0,2023-07-28T16:28:48.526Z,2023-07-28T16:50:39.475Z
9487,21,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,2,11,Travis (TX),212,70,Washington,washington,Parker Washington,9487,Active,#parkerwashington-NFL-JAX-11,,,,,WR,2002-03-21,WR,,SWR,nfl,Parker,,,0,16690,,,1229074,Penn State,407,,JAX,parker,parkerwashington,,,1682799323173,,true,,,0,0,14,0,0,0,10,0,9,0,0,410,0,0,0,139,0,0,410,0,0,2023-07-28T16:28:48.577Z,2023-07-28T16:50:44.275Z
9492,22,,9a011241-f4b3-403a-af70-c9cdfd177054,1,10,Kentwood (LA),192,72,Palmer,palmer,Trey Palmer,9492,Active,#treypalmer-NFL-TB-10,,,,,WR,2001-04-02,WR,,PR,nfl,Trey,,,0,16936,,,1161739,Nebraska,453,,TB,trey,treypalmer,,,1682800223284,,true,,,0,0,15,0,0,0,10,0,5,0,0,424,0,0,0,144,0,0,424,0,0,2023-07-28T16:28:48.621Z,2023-07-28T16:50:44.302Z
9499,23,,eb139db0-eb91-11ed-bf4f-cdefdf74a897,,6,Holly Springs (NC),224,75,Ford-Wheaton,fordwheaton,Bryce Ford-Wheaton,9499,Active,#brycefordwheaton-NFL-NYG-6,,,,,WR,2000-03-09,WR,,,nfl,Bryce,,,0,16743,,,1120937,West Virginia,405,,NYG,bryce,brycefordwheaton,,,1682877032232,,true,,,0,0,16,0,0,0,11,0,13,0,0,536,0,0,0,166,0,0,536,0,0,2023-07-28T16:28:48.649Z,2023-07-28T16:50:44.564Z
9493,22,,111be44d-7bc2-4cad-934d-c9e946293b2f,2,17,Orem (UT),205,74,Nacua,nacua,Puka Nacua,9493,Active,#pukanacua-NFL-LAR-17,,,,,WR,2001-05-29,WR,Lower Body,RWR,nfl,Puka,,,0,16790,,,1162128,BYU,221,,LAR,puka,pukanacua,,,1690545331225,Questionable,true,Cramps,,0,0,13,0,0,0,9,0,10,0,0,325,0,0,0,112,0,277,325,0,0,2023-07-28T16:28:48.627Z,2023-07-28T16:50:44.020Z
9494,21,,fcd780e6-6d43-4c2e-b740-59ae09911345,2,83,Lone Star (TX),182,71,Mims,mims,Marvin Mims,9494,Active,#marvinmims-NFL-DEN-83,,,,,WR,2002-03-19,WR,Hamstring,LWR,nfl,Marvin,,,0,16849,,,1213799,Oklahoma,190,,DEN,marvin,marvinmims,,,1690395620917,Questionable,true,,,0,0,12,0,0,7,8,0,9,0,164,256,0,0,68,97,0,247,256,0,0,2023-07-28T16:28:48.632Z,2023-07-28T16:50:45.530Z
9506,21,,6d616c10-f35e-11ed-b721-9b68b08a2e09,,44,Calvert Hall College (MD),210,70,Tucker,tucker,Sean Tucker,9506,Active,#seantucker-NFL-TB-44,,,,,RB,2001-10-25,RB,,,nfl,Sean,,,0,16728,,,1228633,Syracuse,257,,TB,sean,seantucker,,,1690295714548,,true,,,0,0,12,0,0,0,8,0,5,0,0,306,0,0,0,85,0,296,306,0,0,2023-07-28T16:28:48.731Z,2023-07-28T16:50:39.511Z
9490,21,,6833ad69-9f24-4780-989c-83bdb090ec5e,2,13,Norton (OH),185,71,Scott,scott,Tyler Scott,9490,Active,#tylerscott-NFL-CHI-13,,,,,WR,2001-10-12,WR,,RWR,nfl,Tyler,,,0,16713,,,1214112,Cincinnati,387,,CHI,tyler,tylerscott,,,1683039640047,,true,,,0,0,14,0,0,0,10,0,13,0,0,375,0,0,0,128,0,0,375,0,0,2023-07-28T16:28:48.603Z,2023-07-28T16:50:44.195Z
9511,21,,16341d80-f01f-11ed-97df-a94b89ac5704,,34,Eagle's Landing Christian Academy (GA),191,68,Mitchell,mitchell,Keaton Mitchell,9511,Active,#keatonmitchell-NFL-BAL-34,,,,,RB,2002-01-17,RB,,,nfl,Keaton,,,0,16810,,,1222789,East Carolina,369,,BAL,keaton,keatonmitchell,,,1682818230010,,true,,,0,0,15,0,0,0,11,0,13,0,0,446,0,0,0,132,0,0,446,0,0,2023-07-28T16:28:48.790Z,2023-07-28T16:50:40.643Z
9757,21,,66627686-34fe-4599-84ac-e436fd7d798a,5,25,Mount Enterprise (TX),220,72,Miller,miller,Kendre Miller,9757,Active,#kendremiller-NFL-NO-25,,,,,RB,2002-06-11,RB,,RB,nfl,Kendre,,,0,16898,,,1213867,TCU,131,,NO,kendre,kendremiller,,,1690237511451,,true,,,0,0,9,0,0,7,6,0,11,0,117,148,0,0,43,50,0,135,148,0,0,2023-07-28T16:28:48.832Z,2023-07-28T16:50:45.220Z
9512,22,,fe0e7574-ccd1-45ca-b2bf-7ec3a09cef00,,37,Vanguard (FL),209,70,McBride,mcbride,DeWayne McBride,9512,Active,#dewaynemcbride-NFL-MIN-37,,,,,RB,2001-07-08,RB,,,nfl,DeWayne,,,0,16765,,,1227717,UAB,185,,MIN,dewayne,dewaynemcbride,,,1686085553419,,true,,,0,0,12,0,0,0,8,0,13,0,0,290,0,0,0,81,0,263,290,0,0,2023-07-28T16:28:48.797Z,2023-07-28T16:50:39.472Z
9999,24,,4c8a2f7e-f982-4eca-9d52-cf53df6985a4,3,8,Xavier (CT),229,76,Levis,levis,Will Levis,9999,Active,#willlevis-NFL-TEN-8,,,,,QB,1999-06-27,QB,,QB,nfl,Will,,,0,16665,,,1116663,Kentucky,220,,TEN,will,willlevis,,,1690036259543,,true,,,0,0,13,0,0,0,5,0,7,0,0,328,0,0,0,34,0,294,328,0,0,2023-07-28T16:28:48.873Z,2023-07-28T16:50:39.576Z
9997,22,,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,1,4,NSU University School (FL),182,69,Flowers,flowers,Zay Flowers,9997,Active,#zayflowers-NFL-BAL-4,,,,,WR,2000-09-11,WR,,SWR,nfl,Zay,,,0,16919,,,1177053,Boston College,106,,BAL,zay,zayflowers,,,1690305616050,,true,,,0,0,8,0,0,7,6,0,13,0,140,114,0,0,58,50,0,130,114,0,0,2023-07-28T16:28:48.865Z,2023-07-28T16:50:45.486Z
10212,23,,601467c7-b593-472d-a147-b8e7bfdbe990,2,81,La Salle (OH),248,79,Whyle,whyle,Josh Whyle,10212,Active,#joshwhyle-NFL-TEN-81,,,,,TE,1999-09-08,TE,,TE,nfl,Josh,,,0,16866,,,1107037,Cincinnati,638,,TEN,josh,joshwhyle,,,1682792725492,,true,,,0,0,16,0,0,0,9,0,7,0,0,533,0,0,0,90,0,0,533,0,0,2023-07-28T16:28:48.881Z,2023-07-28T16:50:41.990Z
10210,23,,3763a2ec-ee98-4cf4-9aa7-ee626057c56f,2,81,Olympus (UT),244,77,Latu,latu,Cameron Latu,10210,Active,#cameronlatu-NFL-SF-81,,,,,TE,2000-02-24,TE,,TE,nfl,Cameron,,,0,16931,,,,Alabama,528,,SF,cameron,cameronlatu,,,1682738429520,,true,,,0,0,16,0,0,0,9,0,9,0,0,524,0,0,0,94,0,0,524,0,0,2023-07-28T16:28:48.874Z,2023-07-28T16:50:41.802Z
9753,22,,7d7f1628-85a7-4633-9ffe-d82fc2761b00,2,26,Oaks Christian (CA),220,73,Charbonnet,charbonnet,Zach Charbonnet,9753,Active,#zachcharbonnet-NFL-SEA-26,,,,,RB,2001-01-08,RB,,RB,nfl,Zach,,,0,16897,,,1164530,UCLA,98,,SEA,zach,zachcharbonnet,,,1682729123262,,true,,,0,0,8,0,0,7,6,0,5,0,122,110,0,0,44,40,0,107,110,0,0,2023-07-28T16:28:48.801Z,2023-07-28T16:50:45.221Z
9998,25,,25b10007-802d-4ebb-8314-3eb7b24ddc37,2,12,James B. Dudley (NC),220,75,Hooker,hooker,Hendon Hooker,9998,Active,#hendonhooker-NFL-DET-12,,,,,QB,1998-01-13,QB,Knee - ACL,QB,nfl,Hendon,,,0,16905,,,976966,Tennessee,256,,DET,hendon,hendonhooker,,,1689882956617,PUP,true,Surgery,,0,0,16,0,0,0,7,0,9,0,0,504,0,0,0,52,0,0,504,0,0,2023-07-28T16:28:48.870Z,2023-07-28T16:50:41.510Z
9754,21,,e648bc98-bc81-44d0-8d4b-b9223c497ff4,1,1,Temple (TX),215,76,Johnston,johnston,Quentin Johnston,9754,Active,#quentinjohnston-NFL-LAC-1,,,,,WR,2001-09-06,WR,,RWR,nfl,Quentin,,,0,16899,,,1213865,TCU,94,,LAC,quentin,quentinjohnston,,,1682650215234,,true,,,0,0,7,0,0,6,6,0,5,0,119,100,0,0,49,45,0,123,100,0,0,2023-07-28T16:28:48.806Z,2023-07-28T16:50:45.451Z
10226,23,,30c0df5e-bb77-4eee-8390-8fc13844e1c3,3,80,Punahou School (HI),212,75,Iosivas,iosivas,Andrei Iosivas,10226,Active,#andreiiosivas-NFL-CIN-80,,,,,WR,1999-10-15,WR,,RWR,nfl,Andrei,,,0,16965,,,1124851,Princeton,623,,CIN,andrei,andreiiosivas,,,1682802323198,,true,,,0,0,15,0,0,0,11,0,7,0,0,502,0,0,0,156,0,0,502,0,0,2023-07-28T16:28:48.966Z,2023-07-28T16:50:44.420Z
10225,22,,6cf0c82d-87e4-4cfc-8475-77667ed92796,2,15,Brandon (MS),220,74,Mingo,mingo,Jonathan Mingo,10225,Active,#jonathanmingo-NFL-CAR-15,,,,,WR,2001-04-20,WR,,LWR,nfl,Jonathan,,,0,16937,,,1176782,Ole Miss,137,,CAR,jonathan,jonathanmingo,,,1686694208030,,true,,,0,0,10,0,0,8,7,0,7,0,184,175,0,0,78,72,0,166,175,0,0,2023-07-28T16:28:48.951Z,2023-07-28T16:50:45.592Z
10222,23,,23a306bc-5f77-4574-a575-bd599f243185,1,11,Naperville Central (IL),187,71,Reed,reed,Jayden Reed,10222,Active,#jaydenreed-NFL-GB-11,,,,,WR,2000-04-28,WR,,PR,nfl,Jayden,,,0,16977,,,1123398,Michigan State,179,,GB,jayden,jaydenreed,,,1689883556454,,true,,,0,0,11,0,0,8,8,0,6,0,199,219,0,0,83,86,0,217,219,0,0,2023-07-28T16:28:48.939Z,2023-07-28T16:50:45.656Z
10220,24,,5d4a5e4f-7c74-4b4c-b8e5-33bb831e3057,,86,Providence School (FL),239,76,Mallory,mallory,Will Mallory,10220,Active,#willmallory-NFL-IND-86,,,,,TE,1999-06-22,TE,Foot,,nfl,Will,,,0,17014,,,1121873,Miami (FL),576,,IND,will,willmallory,,,1690304114823,PUP,true,,,0,0,16,0,0,0,8,0,11,0,0,521,0,0,0,76,0,0,521,0,0,2023-07-28T16:28:48.935Z,2023-07-28T16:50:41.778Z
10218,23,,aed98af2-b228-4b74-a804-2d210bd11122,2,19,Bartram Trail (FL),205,75,Hutchinson,hutchinson,Xavier Hutchinson,10218,Active,#xavierhutchinson-NFL-HOU-19,,,,,WR,2000-06-01,WR,,LWR,nfl,Xavier,,,0,16932,,,1213636,Iowa State,295,,HOU,xavier,xavierhutchinson,,,1682802334328,,true,,,0,0,14,0,0,0,9,0,7,0,0,362,0,0,0,120,0,0,362,0,0,2023-07-28T16:28:48.911Z,2023-07-28T16:50:44.086Z
10228,24,,c634c231-61fb-4725-8533-2cce14bfebbf,2,15,Deerfield (IL),188,72,Jones,jones,Charlie Jones,10228,Active,#charliejones-NFL-CIN-15,,,,,WR,1998-10-29,WR,,LWR,nfl,Charlie,,,0,16719,,,1067132,Purdue,448,,CIN,charlie,charliejones,,,1682789732443,,true,,,0,0,15,0,0,0,10,0,7,0,0,428,0,0,0,137,0,0,428,0,0,2023-07-28T16:28:48.994Z,2023-07-28T16:50:44.260Z
10216,23,,9956eabc-16da-4a1c-ab80-fe0910bcaa12,4,25,University School (FL),210,72,McIntosh,mcintosh,Kenny McIntosh,10216,Active,#kennymcintosh-NFL-SEA-25,,,,,RB,2000-03-03,RB,,RB,nfl,Kenny,,,0,17002,,,1172050,Georgia,440,,SEA,kenny,kennymcintosh,,,1682806830202,,true,,,0,0,14,0,0,0,10,0,5,0,0,379,0,0,0,105,0,0,379,0,0,2023-07-28T16:28:48.899Z,2023-07-28T16:50:39.702Z
10219,22,,ae5c4758-cb53-4f17-8763-b91381036af3,,23,Ola (GA),224,71,Rodriguez,rodriguez,Chris Rodriguez,10219,Active,#chrisrodriguez-NFL-WAS-23,,,,,RB,2000-09-26,RB,,,nfl,Chris,,,0,16933,,,1113403,Kentucky,300,,WAS,chris,chrisrodriguez,,,1685974504845,,true,,,0,0,14,0,0,0,10,0,14,0,0,388,0,0,0,108,0,0,388,0,0,2023-07-28T16:28:48.917Z,2023-07-28T16:50:39.775Z
10223,23,,dcc536c1-36f2-4e34-8028-ccf32d930018,5,20,Lausanne Collegiate School (TN),210,70,Gray,gray,Eric Gray,10223,Active,#ericgray-NFL-NYG-20,,,,,RB,1999-11-04,RB,,RB,nfl,Eric,,,0,16970,,,1161798,Oklahoma,254,,NYG,eric,ericgray,,,1682796333175,,true,,,0,0,13,0,0,0,9,0,13,0,0,326,0,0,0,92,0,290,326,0,0,2023-07-28T16:28:48.941Z,2023-07-28T16:50:39.572Z
10231,22,,a01b7698-d67f-4b60-b2fb-4c667336b718,,84,Bowie (TX),228,75,Higgins,higgins,Elijah Higgins,10231,Active,#elijahhiggins-NFL-MIA-84,,,,,TE,2000-10-27,TE,,,nfl,Elijah,,,0,16959,,,1161853,Stanford,362,,MIA,elijah,elijahhiggins,,,1682880036893,,true,,,0,0,15,0,0,0,8,0,10,0,0,456,0,0,0,69,0,0,456,0,0,2023-07-28T16:28:49.016Z,2023-07-28T16:50:40.793Z
10232,23,,b91be982-fccd-448e-869b-e9b5148a1730,2,14,Chaminade College Prep (CA),213,74,Wilson,wilson,Michael Wilson,10232,Active,#michaelwilson-NFL-ARI-14,,,,,WR,2000-02-23,WR,,LWR,nfl,Michael,,,0,16957,,,1123529,Stanford,260,,ARI,michael,michaelwilson,,,1682736925427,,true,,,0,0,13,0,0,0,9,0,14,0,0,346,0,0,0,118,0,299,346,0,0,2023-07-28T16:28:49.034Z,2023-07-28T16:50:44.073Z
10871,24,,143957a7-4649-4a19-b351-e606edc75ebd,2,86,Hamden Hall (CT),250,77,Schoonmaker,schoonmaker,Luke Schoonmaker,10871,Active,#lukeschoonmaker-NFL-DAL-86,,,,,TE,1998-09-28,TE,Foot,TE,nfl,Luke,,,0,16855,,,1130242,Michigan,271,,DAL,luke,lukeschoonmaker,,,1690481126285,PUP,true,,,0,0,13,0,0,0,6,0,7,0,0,336,0,0,0,41,0,301,336,0,0,2023-07-28T16:28:49.200Z,2023-07-28T16:50:39.595Z
10863,23,,f6986d22-e3bb-4509-9309-90d92c01437a,3,17,Park Vista Community (FL),205,77,Perry,perry,A.T. Perry,10863,Active,#atperry-NFL-NO-17,,,,,WR,1999-10-26,WR,,LWR,nfl,A.T.,,,0,16802,,,1109758,Wake Forest,366,,NO,at,atperry,,,1690407621441,,true,,,0,0,14,0,0,0,10,0,11,0,0,370,0,0,0,123,0,0,370,0,0,2023-07-28T16:28:49.152Z,2023-07-28T16:50:44.107Z
10859,22,,3059f1e5-1871-4458-9e90-9b9917874c61,1,87,Highland (IL),245,75,LaPorta,laporta,Sam LaPorta,10859,Active,#samlaporta-NFL-DET-87,,,,,TE,2001-01-12,TE,,TE,nfl,Sam,,,0,17033,,,1168926,Iowa,139,,DET,sam,samlaporta,,,1690402220841,,true,,,0,0,10,0,0,0,4,0,9,0,0,179,0,0,0,24,0,163,179,0,0,2023-07-28T16:28:49.112Z,2023-07-28T16:50:39.163Z
10870,23,,28f98460-ec3b-11ed-aeaf-cb0dc6206dc5,,34,Manvel (TX),216,72,Prince,prince,Deneric Prince,10870,Active,#denericprince-NFL-KC-34,,,,,RB,2000-04-11,RB,,,nfl,Deneric,,,0,17126,,,1128998,Tulsa,355,,KC,deneric,denericprince,,,1690167007208,,true,,,0,0,14,0,0,0,10,0,10,0,0,403,0,0,0,117,0,312,403,0,0,2023-07-28T16:28:49.185Z,2023-07-28T16:50:39.928Z
10651,24,,7d6f5ee0-ec6b-11ed-9b18-c341fbcec642,,33,Our Lady of Good of Good Counsel (MD),203,68,Ibrahim,ibrahim,Mohamed Ibrahim,10651,Active,#mohamedibrahim-NFL-DET-33,,,,,RB,1998-09-08,RB,,,nfl,Mohamed,,,0,17025,,,976450,Minnesota,578,,DET,mohamed,mohamedibrahim,,,1689862554144,,true,,,0,0,15,0,0,0,10,0,9,0,0,458,0,0,0,126,0,0,458,0,0,2023-07-28T16:28:49.079Z,2023-07-28T16:50:40.809Z
11008,25,,5a6ae290-675d-401a-aaee-140a272cf061,1,17,The Classical Academy (CO),219,77,Carlson,carlson,Anders Carlson,11008,Active,#anderscarlson-NFL-GB-17,,,,,K,1998-06-16,K,,KOS,nfl,Anders,,,0,17165,,,1060852,Auburn,434,,GB,anders,anderscarlson,,,1686682806663,,true,,,0,0,15,0,0,0,5,0,6,0,0,426,0,0,0,36,0,0,426,0,0,2023-07-28T16:28:49.308Z,2023-07-28T16:50:40.309Z
10955,23,,c77efa70-0691-4a21-8064-a5880569b559,2,62,Cedar Crest (PA),195,72,Ryland,ryland,Chad Ryland,10955,Active,#chadryland-NFL-NE-62,,,,,K,1999-10-15,K,,K,nfl,Chad,,,0,17107,,,1108545,Maryland,339,,NE,chad,chadryland,,,1683909927840,,true,,,0,0,15,0,0,0,5,0,11,0,0,437,0,0,0,40,0,0,437,0,0,2023-07-28T16:28:49.278Z,2023-07-28T16:50:40.500Z
TEN,,,,,,,,,Titans,,Tennessee Titans,TEN,,,,,,,DEF,,DEF,,,nfl,Tennessee,,,,,,,,,,,TEN,,,,,,,true,,,0,0,12,0,0,0,5,0,7,0,0,288,0,0,0,25,0,0,288,0,0,2023-07-28T16:28:50.531Z,2023-07-28T16:50:39.468Z
GB,,,,,,,,,Packers,,Green Bay Packers,GB,,,,,,,DEF,,DEF,,,nfl,Green Bay,,,,,,,,,,,GB,,,,,,,true,,,0,0,11,0,0,0,4,0,6,0,0,252,0,0,0,15,0,268,252,0,0,2023-07-28T16:28:50.566Z,2023-07-28T16:50:39.359Z
LAR,,,,,,,,,Rams,,Los Angeles Rams,LAR,,,,,,,DEF,,DEF,,,nfl,Los Angeles,,,,,,,,,,,LAR,,,,,,,true,,,0,0,12,0,0,0,5,0,10,0,0,272,0,0,0,23,0,230,272,0,0,2023-07-28T16:28:50.570Z,2023-07-28T16:50:39.409Z
KC,,,,,,,,,Chiefs,,Kansas City Chiefs,KC,,,,,,,DEF,,DEF,,,nfl,Kansas City,,,,,,,,,,,KC,,,,,,,true,,,0,0,11,0,0,0,3,0,10,0,0,233,0,0,0,10,0,245,233,0,0,2023-07-28T16:28:50.500Z,2023-07-28T16:50:39.321Z
NYG,,,,,,,,,Giants,,New York Giants,NYG,,,,,,,DEF,,DEF,,,nfl,New York,,,,,,,,,,,NYG,,,,,,,true,,,0,0,12,0,0,0,5,0,13,0,0,284,0,0,0,24,0,307,284,0,0,2023-07-28T16:28:50.534Z,2023-07-28T16:50:39.449Z
CIN,,,,,,,,,Bengals,,Cincinnati Bengals,CIN,,,,,,,DEF,,DEF,,,nfl,Cincinnati,,,,,,,,,,,CIN,,,,,,,true,,,0,0,11,0,0,0,3,0,7,0,0,236,0,0,0,13,0,252,236,0,0,2023-07-28T16:28:50.510Z,2023-07-28T16:50:39.330Z
DET,,,,,,,,,Lions,,Detroit Lions,DET,,,,,,,DEF,,DEF,,,nfl,Detroit,,,,,,,,,,,DET,,,,,,,true,,,0,0,12,0,0,0,5,0,9,0,0,296,0,0,0,26,0,273,296,0,0,2023-07-28T16:28:50.560Z,2023-07-28T16:50:39.491Z
BUF,,,,,,,,,Bills,,Buffalo Bills,BUF,,,,,,,DEF,,DEF,,,nfl,Buffalo,,,,,,,,,,,BUF,,,,,,,true,,,0,0,10,0,0,0,1,0,13,0,0,195,0,0,0,4,0,152,195,0,0,2023-07-28T16:28:50.545Z,2023-07-28T16:50:39.197Z
DAL,,,,,,,,,Cowboys,,Dallas Cowboys,DAL,,,,,,,DEF,,DEF,,,nfl,Dallas,,,,,,,,,,,DAL,,,,,,,true,,,0,0,10,0,0,0,1,0,7,0,0,194,0,0,0,2,0,139,194,0,0,2023-07-28T16:28:50.616Z,2023-07-28T16:50:39.196Z
2747,32,10436,7af4c94b-529b-4403-ab66-2bfed3fcf0c7,1,5,Mater Dei Catholic (CA),190,70,Myers,myers,Jason Myers,2747,Active,#jasonmyers-NFL-SEA-5,00-0031492,,,,K,1991-05-12,K,,K,nfl,Jason,2473037,17215,8,10157,,518088,518088,Marist,165,,SEA,jason,jasonmyers,28378,,1674093934225,,true,,,0,0,11,0,0,0,2,0,5,0,0,253,0,0,0,9,0,203,253,0,0,2023-07-28T16:28:36.597Z,2023-07-28T16:50:39.365Z
5095,28,13275,7bb70550-c28a-4e47-9a13-cc0c0fef8b38,1,2,The Classical Academy (CO),215,77,Carlson,carlson,Daniel Carlson,5095,Active,#danielcarlson-NFL-LV-2,00-0034161,,,,K,1995-01-23,K,,K,nfl,Daniel,3051909,19989,5,12842,,,744439,Auburn,155,,LV,daniel,danielcarlson,31137,,1673296208619,,true,,,0,0,11,0,0,0,1,0,13,0,0,224,0,0,0,5,0,156,224,0,0,2023-07-28T16:28:39.010Z,2023-07-28T16:50:39.303Z
7839,24,,acc143ed-53b2-49c9-81bc-16e6c98ffcae,1,2,Fort Payne (AL),185,71,McPherson,mcpherson,Evan McPherson,7839,Active,#evanmcpherson-NFL-CIN-2,,,,,K,1999-07-21,K,,K,nfl,Evan,,,2,15383,,,1122995,Florida,155,,CIN,evan,evanmcpherson,,,1673402420480,,true,,,0,0,11,0,0,0,1,0,7,0,0,227,0,0,0,3,0,174,227,0,0,2023-07-28T16:28:45.163Z,2023-07-28T16:50:39.309Z
5272,28,13705,a2aab80d-174c-4639-beac-e2b70bb3625f,1,1,American Heritage (FL),206,72,Joseph,joseph,Greg Joseph,5272,Active,#gregjoseph-NFL-MIN-1,00-0034450,,,,K,1994-08-04,K,,K,nfl,Greg,3975763,20325,5,13266,,833701,833701,Florida Atlantic,369,,MIN,greg,gregjoseph,31538,,1678846855431,,true,,,0,0,12,0,0,0,3,0,13,0,0,268,0,0,0,10,0,269,268,0,0,2023-07-28T16:28:39.610Z,2023-07-28T16:50:39.394Z
6083,29,14248,2b90e091-ef78-4753-93eb-0acf3632c206,1,7,Orem (UT),232,72,Gay,gay,Matt Gay,6083,Active,#mattgay-NFL-IND-7," 00-0035269",,,,K,1994-03-15,K,,K,nfl,Matt,4249087,20769,4,13673,,,1068998,Utah,198,,IND,matt,mattgay,31977,,1678768847869,,true,,,0,0,12,0,0,0,3,0,11,0,0,261,0,0,0,12,0,253,261,0,0,2023-07-28T16:28:41.225Z,2023-07-28T16:50:39.379Z
